K,K_over_M,M,aggregate_median_ratio,aggregate_median_ratio_ci95,algorithm,classification,dominant_phase,dominant_phase_median_ns,dominant_phase_share,elapsed_ns,excluded_target_sizes,explicit_algorithm,family,fit_target_sizes,fixed_process_cost_masked_kernel_difference,geometric_mean_ratio,independent_variable,median_ratio_ci95,ols_slope,ols_slope_ci95,p15_fresh_process_ratio,phase_medians_ns,q,r_squared,ratios,record_type,scope,scope_a_ratio,scope_b_ratio,sizes,stable_crossover_target_size,state,status,target_size,theil_sen_slope,valid_size_levels,warmup_converged,warmup_count
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.055593355769014766,""mad"":42.0,""max"":11375.0,""median"":4708.0,""min"":4500.0,""n"":10000,""q1"":4667.0,""q3"":4750.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":186,""component_count"":1,""compressed_network_arc_count"":45,""compressed_network_node_count"":47,""compressed_size_m"":92,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":2209,""height"":47,""horizontal_chord_count_h"":45,""optimum_rectangle_count"":47,""q"":45,""reflex_count"":91,""vertical_chord_count_v"":0,""width"":93}",,complete,,2048,,,True,9
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.2016313241903777,""mad"":41.0,""max"":41667.0,""median"":2750.0,""min"":2625.0,""n"":10000,""q1"":2709.0,""q3"":2792.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":186,""component_count"":1,""compressed_network_arc_count"":45,""compressed_network_node_count"":47,""compressed_size_m"":92,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":2209,""height"":47,""horizontal_chord_count_h"":45,""optimum_rectangle_count"":47,""q"":45,""reflex_count"":91,""vertical_chord_count_v"":0,""width"":93}",,complete,,2048,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.14800142871969987,""mad"":41.0,""max"":7542.0,""median"":750.0,""min"":666.0,""n"":10000,""q1"":709.0,""q3"":750.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":186,""component_count"":1,""compressed_network_arc_count"":45,""compressed_network_node_count"":47,""compressed_size_m"":92,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":2209,""height"":47,""horizontal_chord_count_h"":45,""optimum_rectangle_count"":47,""q"":45,""reflex_count"":91,""vertical_chord_count_v"":0,""width"":93}",,complete,,2048,,,True,13
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.03550138022705472,""mad"":16479.0,""max"":2423042.0,""median"":1640145.5,""min"":1602458.0,""n"":292,""q1"":1626979.5,""q3"":1666750.0}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":186,""component_count"":1,""compressed_network_arc_count"":45,""compressed_network_node_count"":47,""compressed_size_m"":92,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":2209,""height"":47,""horizontal_chord_count_h"":45,""optimum_rectangle_count"":47,""q"":45,""reflex_count"":91,""vertical_chord_count_v"":0,""width"":93}",,complete,,2048,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.02538394120238717,""mad"":18166.0,""max"":1909417.0,""median"":1638625.0,""min"":1602625.0,""n"":294,""q1"":1624187.75,""q3"":1663531.5}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":186,""component_count"":1,""compressed_network_arc_count"":45,""compressed_network_node_count"":47,""compressed_size_m"":92,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":2209,""height"":47,""horizontal_chord_count_h"":45,""optimum_rectangle_count"":47,""q"":45,""reflex_count"":91,""vertical_chord_count_v"":0,""width"":93}",,complete,,2048,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.022476847428163697,""mad"":14334.0,""max"":1937125.0,""median"":1636167.0,""min"":1597583.0,""n"":301,""q1"":1624250.0,""q3"":1657458.0}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":186,""component_count"":1,""compressed_network_arc_count"":45,""compressed_network_node_count"":47,""compressed_size_m"":92,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":2209,""height"":47,""horizontal_chord_count_h"":45,""optimum_rectangle_count"":47,""q"":45,""reflex_count"":91,""vertical_chord_count_v"":0,""width"":93}",,complete,,2048,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.10239146404656503,""mad"":42.0,""max"":36500.0,""median"":6042.0,""min"":5833.0,""n"":10000,""q1"":6000.0,""q3"":6084.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":258,""component_count"":1,""compressed_network_arc_count"":63,""compressed_network_node_count"":65,""compressed_size_m"":128,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4225,""height"":65,""horizontal_chord_count_h"":63,""optimum_rectangle_count"":65,""q"":63,""reflex_count"":127,""vertical_chord_count_v"":0,""width"":129}",,complete,,4096,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.1427431929018302,""mad"":42.0,""max"":34542.0,""median"":3458.0,""min"":3250.0,""n"":10000,""q1"":3416.0,""q3"":3500.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":258,""component_count"":1,""compressed_network_arc_count"":63,""compressed_network_node_count"":65,""compressed_size_m"":128,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4225,""height"":65,""horizontal_chord_count_h"":63,""optimum_rectangle_count"":65,""q"":63,""reflex_count"":127,""vertical_chord_count_v"":0,""width"":129}",,complete,,4096,,,True,10
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.07765096672834819,""mad"":0.0,""max"":2083.0,""median"":875.0,""min"":791.0,""n"":10000,""q1"":875.0,""q3"":916.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":258,""component_count"":1,""compressed_network_arc_count"":63,""compressed_network_node_count"":65,""compressed_size_m"":128,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4225,""height"":65,""horizontal_chord_count_h"":63,""optimum_rectangle_count"":65,""q"":63,""reflex_count"":127,""vertical_chord_count_v"":0,""width"":129}",,complete,,4096,,,True,16
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.021746407474109296,""mad"":28583.0,""max"":3872791.0,""median"":3220417.0,""min"":3160333.0,""n"":149,""q1"":3197209.0,""q3"":3257250.0}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":258,""component_count"":1,""compressed_network_arc_count"":63,""compressed_network_node_count"":65,""compressed_size_m"":128,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4225,""height"":65,""horizontal_chord_count_h"":63,""optimum_rectangle_count"":65,""q"":63,""reflex_count"":127,""vertical_chord_count_v"":0,""width"":129}",,complete,,4096,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.014714781275253913,""mad"":29917.0,""max"":3406791.0,""median"":3218292.0,""min"":3159708.0,""n"":153,""q1"":3196792.0,""q3"":3266500.0}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":258,""component_count"":1,""compressed_network_arc_count"":63,""compressed_network_node_count"":65,""compressed_size_m"":128,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4225,""height"":65,""horizontal_chord_count_h"":63,""optimum_rectangle_count"":65,""q"":63,""reflex_count"":127,""vertical_chord_count_v"":0,""width"":129}",,complete,,4096,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.017258032047027753,""mad"":22458.0,""max"":3567625.0,""median"":3215917.0,""min"":3142792.0,""n"":155,""q1"":3196542.0,""q3"":3240750.0}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":258,""component_count"":1,""compressed_network_arc_count"":63,""compressed_network_node_count"":65,""compressed_size_m"":128,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4225,""height"":65,""horizontal_chord_count_h"":63,""optimum_rectangle_count"":65,""q"":63,""reflex_count"":127,""vertical_chord_count_v"":0,""width"":129}",,complete,,4096,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.17353547696856217,""mad"":1.0,""max"":5459.0,""median"":416.0,""min"":333.0,""n"":10000,""q1"":375.0,""q3"":417.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":184,""component_count"":1,""compressed_network_arc_count"":0,""compressed_network_node_count"":2,""compressed_size_m"":2,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4186,""height"":91,""horizontal_chord_count_h"":0,""optimum_rectangle_count"":91,""q"":0,""reflex_count"":90,""vertical_chord_count_v"":0,""width"":91}",,complete,,8192,,,True,6
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.1545428847399344,""mad"":1.0,""max"":1875.0,""median"":334.0,""min"":291.0,""n"":10000,""q1"":333.0,""q3"":375.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":184,""component_count"":1,""compressed_network_arc_count"":0,""compressed_network_node_count"":2,""compressed_size_m"":2,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4186,""height"":91,""horizontal_chord_count_h"":0,""optimum_rectangle_count"":91,""q"":0,""reflex_count"":90,""vertical_chord_count_v"":0,""width"":91}",,complete,,8192,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.14306500573903402,""mad"":0.0,""max"":1167.0,""median"":125.0,""min"":83.0,""n"":10000,""q1"":125.0,""q3"":125.0}",,,comb-staircase,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":184,""component_count"":1,""compressed_network_arc_count"":0,""compressed_network_node_count"":2,""compressed_size_m"":2,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4186,""height"":91,""horizontal_chord_count_h"":0,""optimum_rectangle_count"":91,""q"":0,""reflex_count"":90,""vertical_chord_count_v"":0,""width"":91}",,complete,,8192,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.02427748829035636,""mad"":23458.0,""max"":1555750.0,""median"":1413000.0,""min"":1354583.0,""n"":331,""q1"":1392416.5,""q3"":1438291.5}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":184,""component_count"":1,""compressed_network_arc_count"":0,""compressed_network_node_count"":2,""compressed_size_m"":2,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4186,""height"":91,""horizontal_chord_count_h"":0,""optimum_rectangle_count"":91,""q"":0,""reflex_count"":90,""vertical_chord_count_v"":0,""width"":91}",,complete,,8192,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.024972237096744208,""mad"":25416.5,""max"":1543917.0,""median"":1410646.0,""min"":1360083.0,""n"":332,""q1"":1388364.5,""q3"":1441687.5}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":184,""component_count"":1,""compressed_network_arc_count"":0,""compressed_network_node_count"":2,""compressed_size_m"":2,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4186,""height"":91,""horizontal_chord_count_h"":0,""optimum_rectangle_count"":91,""q"":0,""reflex_count"":90,""vertical_chord_count_v"":0,""width"":91}",,complete,,8192,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.02235646592355911,""mad"":22875.0,""max"":1551542.0,""median"":1414500.0,""min"":1358458.0,""n"":347,""q1"":1392812.0,""q3"":1440062.5}",,,comb-staircase,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":184,""component_count"":1,""compressed_network_arc_count"":0,""compressed_network_node_count"":2,""compressed_size_m"":2,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4186,""height"":91,""horizontal_chord_count_h"":0,""optimum_rectangle_count"":91,""q"":0,""reflex_count"":90,""vertical_chord_count_v"":0,""width"":91}",,complete,,8192,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.09255672542584095,""mad"":2125.0,""max"":398583.0,""median"":248000.0,""min"":223583.0,""n"":1273,""q1"":246750.0,""q3"":259625.0}",,,dense-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":164,""biclique_total_vertex_occurrences_sigma"":795,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":1051,""compressed_network_node_count"":422,""compressed_size_m"":1473,""explicit_conflict_edge_count_k"":4352,""foreground_cells_n"":4617,""height"":69,""horizontal_chord_count_h"":128,""optimum_rectangle_count"":129,""q"":256,""reflex_count"":256,""vertical_chord_count_v"":128,""width"":69}",,complete,,64,,,True,6
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.017914965694262916,""mad"":20187.5,""max"":2031792.0,""median"":1891562.5,""min"":1823917.0,""n"":266,""q1"":1872833.5,""q3"":1911916.5}",,,dense-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":164,""biclique_total_vertex_occurrences_sigma"":795,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":1051,""compressed_network_node_count"":422,""compressed_size_m"":1473,""explicit_conflict_edge_count_k"":4352,""foreground_cells_n"":4617,""height"":69,""horizontal_chord_count_h"":128,""optimum_rectangle_count"":129,""q"":256,""reflex_count"":256,""vertical_chord_count_v"":128,""width"":69}",,complete,,64,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.04397678683187447,""mad"":875.0,""max"":162041.0,""median"":97833.0,""min"":86500.0,""n"":4715,""q1"":96458.0,""q3"":98500.0}",,,dense-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":164,""biclique_total_vertex_occurrences_sigma"":795,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":1051,""compressed_network_node_count"":422,""compressed_size_m"":1473,""explicit_conflict_edge_count_k"":4352,""foreground_cells_n"":4617,""height"":69,""horizontal_chord_count_h"":128,""optimum_rectangle_count"":129,""q"":256,""reflex_count"":256,""vertical_chord_count_v"":128,""width"":69}",,complete,,64,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.027306307462731556,""mad"":27938.0,""max"":1777917.0,""median"":1554583.0,""min"":1446333.0,""n"":304,""q1"":1528635.75,""q3"":1585166.25}",,,dense-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":164,""biclique_total_vertex_occurrences_sigma"":795,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":1051,""compressed_network_node_count"":422,""compressed_size_m"":1473,""explicit_conflict_edge_count_k"":4352,""foreground_cells_n"":4617,""height"":69,""horizontal_chord_count_h"":128,""optimum_rectangle_count"":129,""q"":256,""reflex_count"":256,""vertical_chord_count_v"":128,""width"":69}",,complete,,64,,,True,8
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.015901417538992754,""mad"":24542.0,""max"":3476084.0,""median"":3163062.5,""min"":3088458.0,""n"":154,""q1"":3139677.0,""q3"":3188906.5}",,,dense-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":164,""biclique_total_vertex_occurrences_sigma"":795,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":1051,""compressed_network_node_count"":422,""compressed_size_m"":1473,""explicit_conflict_edge_count_k"":4352,""foreground_cells_n"":4617,""height"":69,""horizontal_chord_count_h"":128,""optimum_rectangle_count"":129,""q"":256,""reflex_count"":256,""vertical_chord_count_v"":128,""width"":69}",,complete,,64,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.021291817854963584,""mad"":16167.0,""max"":1497667.0,""median"":1359250.0,""min"":1300917.0,""n"":363,""q1"":1343271.0,""q3"":1375687.5}",,,dense-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":164,""biclique_total_vertex_occurrences_sigma"":795,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":1051,""compressed_network_node_count"":422,""compressed_size_m"":1473,""explicit_conflict_edge_count_k"":4352,""foreground_cells_n"":4617,""height"":69,""horizontal_chord_count_h"":128,""optimum_rectangle_count"":129,""q"":256,""reflex_count"":256,""vertical_chord_count_v"":128,""width"":69}",,complete,,64,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.07750013260249812,""mad"":4583.5,""max"":730416.0,""median"":507041.5,""min"":481333.0,""n"":694,""q1"":503583.0,""q3"":517364.5}",,,dense-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":308,""biclique_total_vertex_occurrences_sigma"":1619,""boundary_size_b"":1028,""component_count"":1,""compressed_network_arc_count"":2131,""compressed_network_node_count"":822,""compressed_size_m"":2953,""explicit_conflict_edge_count_k"":16896,""foreground_cells_n"":17417,""height"":133,""horizontal_chord_count_h"":256,""optimum_rectangle_count"":257,""q"":512,""reflex_count"":512,""vertical_chord_count_v"":256,""width"":133}",,complete,,128,,,True,6
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.01304320624391227,""mad"":49479.0,""max"":8264041.0,""median"":7865437.5,""min"":7595958.0,""n"":62,""q1"":7821614.5,""q3"":7931791.25}",,,dense-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":308,""biclique_total_vertex_occurrences_sigma"":1619,""boundary_size_b"":1028,""component_count"":1,""compressed_network_arc_count"":2131,""compressed_network_node_count"":822,""compressed_size_m"":2953,""explicit_conflict_edge_count_k"":16896,""foreground_cells_n"":17417,""height"":133,""horizontal_chord_count_h"":256,""optimum_rectangle_count"":257,""q"":512,""reflex_count"":512,""vertical_chord_count_v"":256,""width"":133}",,complete,,128,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.02707982367182472,""mad"":5625.0,""max"":697333.0,""median"":581020.5,""min"":515583.0,""n"":848,""q1"":577249.75,""q3"":587343.5}",,,dense-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":308,""biclique_total_vertex_occurrences_sigma"":1619,""boundary_size_b"":1028,""component_count"":1,""compressed_network_arc_count"":2131,""compressed_network_node_count"":822,""compressed_size_m"":2953,""explicit_conflict_edge_count_k"":16896,""foreground_cells_n"":17417,""height"":133,""horizontal_chord_count_h"":256,""optimum_rectangle_count"":257,""q"":512,""reflex_count"":512,""vertical_chord_count_v"":256,""width"":133}",,complete,,128,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.014686236901565357,""mad"":51750.0,""max"":5642792.0,""median"":5402166.0,""min"":5238042.0,""n"":89,""q1"":5348583.0,""q3"":5449625.0}",,,dense-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":308,""biclique_total_vertex_occurrences_sigma"":1619,""boundary_size_b"":1028,""component_count"":1,""compressed_network_arc_count"":2131,""compressed_network_node_count"":822,""compressed_size_m"":2953,""explicit_conflict_edge_count_k"":16896,""foreground_cells_n"":17417,""height"":133,""horizontal_chord_count_h"":256,""optimum_rectangle_count"":257,""q"":512,""reflex_count"":512,""vertical_chord_count_v"":256,""width"":133}",,complete,,128,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.010107219300881787,""mad"":90916.0,""max"":12962208.0,""median"":12656979.5,""min"":12363917.0,""n"":38,""q1"":12590479.25,""q3"":12752895.75}",,,dense-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":308,""biclique_total_vertex_occurrences_sigma"":1619,""boundary_size_b"":1028,""component_count"":1,""compressed_network_arc_count"":2131,""compressed_network_node_count"":822,""compressed_size_m"":2953,""explicit_conflict_edge_count_k"":16896,""foreground_cells_n"":17417,""height"":133,""horizontal_chord_count_h"":256,""optimum_rectangle_count"":257,""q"":512,""reflex_count"":512,""vertical_chord_count_v"":256,""width"":133}",,complete,,128,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.013088373842138094,""mad"":55708.5,""max"":5537334.0,""median"":5392604.5,""min"":5241500.0,""n"":90,""q1"":5337729.5,""q3"":5447604.5}",,,dense-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":308,""biclique_total_vertex_occurrences_sigma"":1619,""boundary_size_b"":1028,""component_count"":1,""compressed_network_arc_count"":2131,""compressed_network_node_count"":822,""compressed_size_m"":2953,""explicit_conflict_edge_count_k"":16896,""foreground_cells_n"":17417,""height"":133,""horizontal_chord_count_h"":256,""optimum_rectangle_count"":257,""q"":512,""reflex_count"":512,""vertical_chord_count_v"":256,""width"":133}",,complete,,128,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.0575852844410876,""mad"":11333.0,""max"":1824375.0,""median"":1041583.0,""min"":1013208.0,""n"":385,""q1"":1032167.0,""q3"":1059958.0}",,,dense-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":578,""biclique_total_vertex_occurrences_sigma"":3280,""boundary_size_b"":2052,""component_count"":1,""compressed_network_arc_count"":4304,""compressed_network_node_count"":1604,""compressed_size_m"":5908,""explicit_conflict_edge_count_k"":66560,""foreground_cells_n"":67593,""height"":261,""horizontal_chord_count_h"":512,""optimum_rectangle_count"":513,""q"":1024,""reflex_count"":1024,""vertical_chord_count_v"":512,""width"":261}",,complete,,256,,,True,7
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.01017256852341633,""mad"":257958.0,""max"":35884542.0,""median"":35077000.0,""min"":34659417.0,""n"":15,""q1"":34979999.5,""q3"":35449625.0}",,,dense-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":578,""biclique_total_vertex_occurrences_sigma"":3280,""boundary_size_b"":2052,""component_count"":1,""compressed_network_arc_count"":4304,""compressed_network_node_count"":1604,""compressed_size_m"":5908,""explicit_conflict_edge_count_k"":66560,""foreground_cells_n"":67593,""height"":261,""horizontal_chord_count_h"":512,""optimum_rectangle_count"":513,""q"":1024,""reflex_count"":1024,""vertical_chord_count_v"":512,""width"":261}",,complete,,256,,,True,5
